"","Gene.name.d","Entrez.gene.id.e","Chromosome.f","Start.f","End.f","Cytoband.f"
"10668","FAM205A",259308,"9",34723049,34729535,"9p12"
"10669","FAM205BP",389715,"9",34830263,34838583,"9p13.2"
"10670","FAM205CP",100129969,"9",34889060,34895775,"9p13.3"
"10671","PHF24",23349,"9",34957483,34982541,"9p13.3"
"10672","DNAJB5-AS1",101926900,"9",34985408,34989376,"-"
"10673","DNAJB5",25822,"9",34989637,34998430,"9p13.3"
"10674","C9orf131",138724,"9",35041091,35045988,"9p13.3"
"10675","VCP",7415,"9",35056064,35072739,"9p13.3"
"10676","FANCG",2189,"9",35073834,35080013,"9p13"
"10677","PIGO",84720,"9",35088684,35096598,"9p13.3"
"10678","STOML2",30968,"9",35099772,35103192,"9p13.1"
"10679","FAM214B",80256,"9",35104117,35115893,"9p13.3"
"10680","UNC13B",10497,"9",35161988,35405332,"9p13.3"
"10681","ATP8B5P",158381,"9",35406751,35483026,"9p13.3"
"10682","RUSC2",9853,"9",35489948,35561895,"9p13.3"
"10683","FAM166B",730112,"9",35561826,35563896,"9p13.3"
"10684","TESK1",7016,"9",35605280,35610038,"9p13"
"10685","CD72",971,"9",35609975,35618424,"9p13.3"
"10686","SIT1",27240,"9",35649296,35650947,"9p13-p12"
"10687","RMRP",6023,"9",35657747,35658015,"9p21-p12"
"10688","CCDC107",203260,"9",35658286,35661500,"9p13.3"
"10689","ARHGEF39",84904,"9",35659340,35665278,"9p13.3"
"10690","CA9",768,"9",35673914,35681154,"9p13.3"
"10691","TPM2",7169,"9",35681989,35690053,"9p13"
"10692","TLN1",7094,"9",35697333,35732392,"9p13"
"10693","CREB3",10488,"9",35732316,35737005,"9p13.3"
"10694","GBA2",57704,"9",35736862,35749225,"9p13.3"
"10695","RGP1",9827,"9",35749276,35753264,"9pter-p22.1"
"10696","MSMP",692094,"9",35752987,35754274,"9p13.3"
"10697","NPR2",4882,"9",35792405,35809728,"9p21-p12"
"10698","SPAG8",26206,"9",35807781,35812259,"9p13.3"
"10699","HINT2",84681,"9",35812956,35815042,"9p13.3"
"10700","FAM221B",392307,"9",35817013,35828744,"9p13.3"
"10701","TMEM8B",51754,"9",35829221,35854844,"9p13.3"
"10702","LINC00950",92973,"9",35860270,35865515,"9p13.3"
"10703","OR13J1",392309,"9",35869459,35870398,"9p13.3"
"10704","HRCT1",646962,"9",35906188,35907138,"9p13.3"
"10705","LINC00961",158376,"9",35909479,35911617,"9p13.3"
"10706","OR2S2",56656,"9",35957104,35958151,"9p13.3"
"10707","RECK",8434,"9",36036909,36124452,"9p13.3"
"10708","GLIPR2",152007,"9",36136532,36163910,"9p13.3"
"10709","CCIN",881,"9",36169388,36171331,"9p13.3"
"10710","CLTA",1211,"9",36190852,36212059,"9p13"
"10711","GNE",10020,"9",36214438,36277053,"9p13.3"
"10712","RNF38",152006,"9",36336398,36401195,"9p13"
"10713","MELK",9833,"9",36572858,36677680,"9p13.2"
"10714","PAX5",5079,"9",36833271,37034476,"9p13"
"10715","EBLN3",100506710,"9",37079892,37090398,"9p13.2"
"10716","ZCCHC7",84186,"9",37120468,37358145,"9p13.2"
"10717","GRHPR",9380,"9",37422706,37436986,"9q12"
"10718","ZBTB5",9925,"9",37438099,37465407,"9p13.2"
"10719","POLR1E",64425,"9",37485931,37503694,"9p13.2"
"10720","FBXO10",26267,"9",37510888,37576250,"9p13.2"
"10721","TOMM5",401505,"9",37588411,37592636,"9p13.2"
"10722","FRMPD1",22844,"9",37651051,37746901,"9p13.2"
"10723","TRMT10B",158234,"9",37753799,37778969,"9p13.2"
"10724","EXOSC3",51010,"9",37779710,37785089,"9p11"
"10725","DCAF10",79269,"9",37800550,37867665,"9p13.2"
"10726","SLC25A51",92014,"9",37877571,37904350,"9p13.3-p12"
"10727","SHB",6461,"9",37915894,38069210,"9p13.2"
"10728","ALDH1B1",219,"9",38392660,38398662,"9p11.1"
"10729","IGFBPL1",347252,"9",38406524,38424444,"9p13.1"
"10730","FAM95C",100289137,"9",38540563,38545369,"9p13.1"
"10731","ANKRD18A",253650,"9",38571360,38620360,"9p13.1"
"10732","FAM201A",158228,"9",38621084,38623277,"9p13.1"
"10733","CNTNAP3",79937,"9",39072763,39288300,"9p13.1"
"10734","SPATA31A1",647060,"9",39355665,39361959,"9p13.1"
"10735","SPATA31A3",727830,"9",40700290,40706537,"9p13.1"
"10736","FAM74A3",728495,"9",40715523,40722679,"9p13.1"
"10737","ZNF658",26149,"9",40771401,40792112,"9p13.1"
"10738","SPATA31A5",727905,"9",41500678,41506925,"9p12"
"10739","FAM74A6",653123,"9",41516053,41521999,"9p12"
"10740","ZNF658B",401509,"9",41588832,41609544,"9p12"
"10741","GLIDR",389741,"9",41948513,41955177,"9q21.11"
"10742","KGFLP2",654466,"9",41958801,42019584,"9p12"
"10743","LOC554249",554249,"9",42018874,42020413,"9q12"
"10744","ANKRD20A2",441430,"9",42368302,42411410,"9p12"
"10745","FAM95B1",100133036,"9",42468588,42474238,"9p12"
"10746","LOC100132541",100132541,"9",42493516,42498676,"9p12"
"10747","AQP7P3",441432,"9",42858151,42893137,"9p12"
"10748","ANKRD20A3",441425,"9",43089971,43133510,"9p12"
"10749","LOC642929",642929,"9",43140536,43145484,"9p11.2"
"10750","FAM74A7",100996582,"9",43608372,43615527,"9p11.2"
"10751","SPATA31A6",389730,"9",43624501,43630730,"9p11.2"
"10752","CNTNAP3B",728577,"9",43684884,43922473,"9p11.2"
"10753","LOC643827",643827,"9",43685195,43921493,"9q12"
"10754","LOC101927827",101927827,"9",44384584,44391314,"9p11.1"
"10755","LOC103908605",103908605,"9",44401769,44403260,"9p11.1"
"10756","FAM27C",100132948,"9",44990235,44991492,"9p11.2"
"10757","FAM27E2",100289124,"9",46116942,46118709,"9p11.2"
"10758","LOC102724238",102724238,"9",46686628,46688171,"9q13"
"10759","KGFLP1",387628,"9",46687556,46746820,"9p11.2"
"10760","LINC01189",643648,"9",46763790,46833319,"9p11.2"
"10761","FAM74A4",401508,"9",65487272,65494386,"9q12"
"10762","SPATA31A7",26165,"9",65503365,65509610,"9q12"
"10763","LINC01410",103352539,"9",66457288,66469310,"9q13"
"10764","PTGER4P2-CDK2AP2P2",442421,"9",66494268,66503030,"9q13"
"10765","FLJ20444",403323,"9",66513679,66553911,"9q21"
"10766","LOC728673",728673,"9",66553199,66555601,"9q12"
"10767","LOC286297",286297,"9",67017374,67032072,"9q12"
"10768","AQP7P1",375719,"9",67270214,67289492,"9q13"
"10769","LOC102723709",102723709,"9",67779122,67781179,"9q21.11"
"10770","FAM27E3",100131997,"9",67784943,67786625,"9q13"
"10771","FAM27B",100133121,"9",67792928,67794189,"9q13"
"10772","ANKRD20A1",84210,"9",67926760,67969840,"9q13"
"10773","FRG1JP",642236,"9",68427782,68454375,"9q13"
"10774","FRG1HP",100132352,"9",69065565,69087368,"9q12"
"10775","PGM5P2",595135,"9",69080243,69147854,"9q12"
"10776","LOC440896",440896,"9",69174213,69181041,"9q21.11"
"10777","FOXD4L6",653404,"9",69199479,69202204,"9q21.11"
"10778","CBWD6",644019,"9",69204537,69262593,"9q21.11"
"10779","ANKRD20A4",728747,"9",69381980,69425109,"9q21.11"
"10780","LOC100133920",100133920,"9",69651360,69664949,"-"
"10781","FOXD4L5",653427,"9",70175706,70178815,"9q21.11"
"10782","LOC101928381",101928381,"9",70364017,70374924,"9q21.11"
"10783","FOXD4L4",349334,"9",70427648,70428899,"9q21.11"
"10784","CBWD5",220869,"9",70432003,70490211,"9q21.11"
"10785","CBWD3",445571,"9",70856860,70914951,"9q13"
"10786","FOXD4L3",286380,"9",70917782,70920000,"9q21.11"
"10787","PGM5-AS1",572558,"9",70970079,70972782,"9q13"
"10788","PGM5",5239,"9",70971814,71145977,"9q13"
"10789","TMEM252",169693,"9",71151497,71155783,"9q21.11"
"10790","LINC01506",101927015,"9",71158456,71161518,"-"
"10791","PIP5K1B",8395,"9",71320329,71624092,"9q13"
"10792","FAM122A",116224,"9",71394963,71398609,"9q21.11"
"10793","LOC101927069",101927069,"9",71568003,71590757,"-"
"10794","PRKACG",5568,"9",71627448,71629039,"9q13"
"10795","FXN",2395,"9",71650478,71715094,"9q21.11"
"10796","TJP2",9414,"9",71736179,71870124,"9q13-q21"
"10797","BANCR",100885775,"9",71911596,71921972,"-"
"10798","FAM189A2",9413,"9",71939487,72007370,"9q21.11"
"10799","APBA1",320,"9",72042448,72287275,"9q13-q21.1"
"10800","PTAR1",375743,"9",72324437,72374876,"9q21.12"
"10801","C9orf135-AS1",494558,"9",72434320,72435655,"9q21.11"
"10802","C9orf135",138255,"9",72435720,72521151,"9q21.12"
"10803","MAMDC2",256691,"9",72658496,72841888,"9q21.12"
"10804","MAMDC2-AS1",100507244,"9",72768049,72790804,"-"
"10805","SMC5-AS1",100507299,"9",72830974,72873790,"-"
"10806","SMC5",23137,"9",72873877,72969789,"9q21.12"
"10807","KLF9",687,"9",72999512,73029573,"9q13"
"10808","TRPM3",80036,"9",73149965,73736514,"9q21.12"
"10809","TMEM2",23670,"9",74298281,74383800,"9q21.13"
"10810","ABHD17B",51104,"9",74477367,74526148,"9q21.13"
"10811","C9orf85",138241,"9",74526422,74588371,"9q21.13"
"10812","C9orf57",138240,"9",74666296,74675521,"9q21.13"
"10813","GDA",9615,"9",74729510,74867140,"9q21.13"
"10814","LOC100507540",100507540,"9",74920351,74958126,"-"
"10815","ZFAND5",7763,"9",74966340,74980163,"9q13-q21"
"10816","TMC1",117531,"9",75136716,75451267,"9q21.12"
"10817","LINC01474",101927258,"9",75486644,75489025,"9q21.13"
"10818","ALDH1A1",216,"9",75515577,75568233,"9q21.13"
"10819","ANXA1",301,"9",75766646,75785310,"9q21.13"
"10820","MIR6130",102466967,"9",76368039,77204569,"-"
"10821","RORB-AS1",103752585,"9",77088350,77113469,"9q21.13"
"10822","RORB",6096,"9",77112251,77302117,"9q22"
"10823","TRPM6",140803,"9",77337410,77503010,"9q21.13"
"10824","C9orf40",55071,"9",77561498,77567802,"9q21.13"
"10825","C9orf41-AS1",101927380,"9",77567880,77612296,"9q21.13"
"10826","CARNMT1",138199,"9",77597872,77643310,"9q21.13"
"10827","NMRK1",54981,"9",77676115,77703133,"9q21.13"
"10828","OSTF1",26578,"9",77703397,77762114,"9q13-q21.2"
"10829","PCSK5",5125,"9",78505559,78977255,"9q21.3"
"10830","RFK",55312,"9",79000432,79009444,"9q21.13"
"10831","RPSAP9",653162,"9",79013514,79014954,"9q21.13"
"10832","GCNT1",2650,"9",79056581,79122332,"9q13"
"10833","PRUNE2",158471,"9",79226291,79521003,"9q21.2"
"10834","PCA3",50652,"9",79379351,79402485,"9q21.2"
"10835","FOXB2",442425,"9",79634570,79635869,"9q21.2"
"10836","VPS13A-AS1",100286938,"9",79791671,79792833,"9q21.2"
"10837","VPS13A",23230,"9",79792360,80032399,"9q21"
"10838","GNA14",9630,"9",80037994,80263232,"9q21"
"10839","GNA14-AS1",101927422,"9",80062564,80141678,"-"
"10840","GNAQ",2776,"9",80331189,80646365,"9q21"
"10841","CEP78",84131,"9",80850990,80881983,"9q21.2"
"10842","PSAT1",29968,"9",80911990,80945009,"9q21.2"
"10843","LOC101927450",101927450,"9",81750337,81760581,"-"
"10844","TLE4",7091,"9",82186687,82341796,"9q21.31"
"10845","LINC01507",101927477,"9",82439444,82649470,"9q21.31"
"10846","TLE1",7088,"9",84198597,84304450,"9q21.32"
"10847","LOC101927502",101927502,"9",84304627,84391814,"-"
"10848","SPATA31D5P",347127,"9",84528351,84534842,"9q21.32"
"10849","SPATA31D4",389761,"9",84543342,84549913,"9q21.32"
"10850","SPATA31D3",389762,"9",84558414,84565009,"9q21.32"
"10851","SPATA31D1",389763,"9",84603686,84610171,"9q21.32"
"10852","RASEF",158158,"9",85594499,85678043,"9q21.32"
"10853","FRMD3",257019,"9",85857904,86153348,"9q21.32"
"10854","IDNK",414328,"9",86237963,86259045,"9q21.32"
"10855","UBQLN1",29979,"9",86274877,86323168,"9q22|9q21.2-q21.3"
"10856","GKAP1",80318,"9",86354335,86432752,"9q21.32"
"10857","KIF27",55582,"9",86451614,86536380,"9q21.32"
"10858","C9orf64",84267,"9",86553226,86571663,"9q21.32"
"10859","HNRNPK",3190,"9",86582997,86595569,"9q21.32-q21.33"
"10860","MIR7-1",407043,"9",86584662,86584772,"9q21.32"
"10861","RMI1",80010,"9",86595636,86618987,"9q21.32"
"10862","LOC101927575",101927575,"9",86678357,86709494,"-"
"10863","SLC28A3",64078,"9",86890764,86983413,"9q22.2"
"10864","NTRK2",4915,"9",87283372,87641985,"9q22.1"
"10865","AGTPBP1",23287,"9",88161453,88356944,"9q21.33"
"10866","LOC389765",389765,"9",88420916,88457794,"9q21.33"
"10867","NAA35",60560,"9",88556056,88637217,"9q21.33"
"10868","GOLM1",51280,"9",88641057,88715116,"9q21.33"
"10869","LOC101927623",101927623,"9",88742454,88771987,"-"
"10870","C9orf153",389766,"9",88835179,88874572,"9q21.33"
"10871","ISCA1",81689,"9",88879462,88897490,"9q21.33"
"10872","ZCCHC6",79670,"9",88902647,88969402,"9q21"
"10873","GAS1",2619,"9",89559276,89562104,"9q21.3-q22"
"10874","GAS1RR",100506834,"9",89563612,89616948,"-"
"10875","LOC440173",440173,"9",89623365,89657041,"9q21"
"10876","LOC494127",494127,"9",89698800,89700140,"9q21.33"
"10877","C9orf170",401535,"9",89763558,89774641,"9q21.33"
"10878","DAPK1",1612,"9",90112142,90323549,"9q21.33"
"10879","CTSL",1514,"9",90340973,90346384,"9q21.33"
"10880","CTSL3P",392360,"9",90387829,90401799,"9q21.33"
"10881","CTSLP8",1518,"9",90459659,90462339,"9q22.1"
"10882","LOC392364",392364,"9",90472957,90473971,"9q22.1"
"10883","SPATA31E1",286234,"9",90497771,90503814,"9q22.1"
"10884","SPATA31C1",441452,"9",90532876,90538572,"9q22"
"10885","CDK20",23552,"9",90581358,90589695,"9q22.1"
"10886","SPATA31C2",645961,"9",90744219,90749900,"9q22.1"
"10887","SPIN1",10927,"9",91003296,91093622,"9q22.1"
"10888","NXNL2",158046,"9",91150015,91190704,"9q22.1"
"10889","LOC286238",286238,"9",91262093,91267075,"9q22.1"
"10890","C9orf47",286223,"9",91605777,91611057,"9q22.1"
"10891","S1PR3",1903,"9",91606323,91620069,"9q22.1-q22.2"
"10892","SHC3",53358,"9",91620685,91793682,"9q22.1"
"10893","CKS2",1164,"9",91926109,91931618,"9q22"
"10894","SECISBP2",79048,"9",91933387,91974578,"9q22.2"
"10895","SEMA4D",10507,"9",91975705,92094611,"9q22.2"
"10896","GADD45G",10912,"9",92219926,92221469,"9q22.1-q22.2"
"10897","UNQ6494",100129066,"9",92254697,92334674,"9q22.2"
"10898","MIR4290HG",286370,"9",92782935,92803781,"9q22.2"
"10899","LINC01508",101927873,"9",93063177,93195771,"-"
"10900","LINC01501",340515,"9",93224713,93345028,"9q22.2"
"10901","DIRAS2",54769,"9",93372113,93405387,"9q22.2"
"10902","SYK",6850,"9",93563961,93660842,"9q22"
"10903","LOC100129316",100129316,"9",93825575,93837414,"9q22.2"
"10904","AUH",549,"9",93976096,94124251,"9q22.31"
"10905","NFIL3",4783,"9",94171326,94186908,"9q22"
"10906","ROR2",4920,"9",94484877,94712444,"9q22"
"10907","SPTLC1",10558,"9",94793415,94877756,"9q22.2"
"10908","LOC100128076",100128076,"9",94895115,94900911,"9q22.31"
"10909","LINC00475",158314,"9",94903748,94921890,"9q22.31"
"10910","IARS",3376,"9",94972489,95056038,"9q21"
"10911","SNORA84",100124534,"9",95054742,95054875,"9q22.31"
"10912","NOL8",55035,"9",95059639,95087876,"9q22.31"
"10913","CENPP",401541,"9",95087749,95377437,"9q22.31"
"10914","OGN",4969,"9",95146248,95166937,"9q22"
"10915","OMD",4958,"9",95176526,95186836,"9q22.31"
"10916","ASPN",54829,"9",95218488,95244844,"9q22"
"10917","ECM2",1842,"9",95255828,95298374,"9q22.3"
"10918","IPPK",64768,"9",95375465,95432547,"9q22.31"
"10919","LOC100128361",100128361,"9",95380331,95382817,"9q22.31"
"10920","BICD2",23299,"9",95473644,95527083,"9q22.31"
"10921","ANKRD19P",138649,"9",95571892,95600739,"9q22.31"
"10922","ZNF484",83744,"9",95607312,95640320,"9q22.31"
"10923","LOC642943",642943,"9",95644848,95651837,"9q22.31"
"10924","FGD3",89846,"9",95709600,95798518,"-"
"10925","LOC101927954",101927954,"9",95770396,95777226,"9q22.31"
"10926","SUSD3",203328,"9",95820969,95847418,"9q22.31"
"10927","CARD19",84270,"9",95858449,95875565,"9q22.31"
"10928","NINJ1",4814,"9",95883770,95896570,"9q22"
"10929","WNK2",65268,"9",95947211,96082854,"9q22.3"
"10930","C9orf129",445577,"9",96080480,96108696,"9q22.31"
"10931","FAM120AOS",158293,"9",96208781,96215874,"9q22.31"
"10932","FAM120A",23196,"9",96213977,96328397,"9q22.31"
"10933","PHF2",5253,"9",96338908,96441869,"9q22.31"
"10934","BARX1",56033,"9",96713908,96717608,"9q12"
"10935","PTPDC1",138639,"9",96793075,96872138,"9q22.32"
"10936","MIRLET7DHG",158257,"9",96938851,96966848,"9q22.32"
"10937","ZNF169",169841,"9",97021547,97064111,"9q22.32"
"10938","NUTM2F",54754,"9",97080477,97090926,"9q22.32"
"10939","LOC100132077",100132077,"9",97094757,97123230,"9q22.32"
"10940","MFSD14B",84641,"9",97136832,97223202,"9q22.32"
"10941","PCAT7",101928099,"9",97317326,97330411,"9q22.32"
"10942","FBP2",8789,"9",97320995,97356114,"9q22.3"
"10943","FBP1",2203,"9",97365420,97402531,"9q22.3"
"10944","C9orf3",84909,"9",97488950,97849500,"9q22.32"
"10945","MIR2278",100313780,"9",97572243,97572339,"-"
"10946","FANCC",2176,"9",97861335,98079991,"9q22.3"
"10947","PTCH1",5727,"9",98205263,98279247,"9q22.3"
"10948","LOC100507346",100507346,"9",98225890,98232301,"-"
"10949","LINC00476",100128782,"9",98568369,98638259,"9q22.32"
"10950","ERCC6L2",375748,"9",98637899,98780735,"9q22.32"
"10951","LINC00092",100188953,"9",98782013,98784037,"9q22.32"
"10952","LOC158435",158435,"9",98828120,98864194,"9q22.32"
"10953","LOC158434",158434,"9",98868942,98878693,"9q22.33"
"10954","HSD17B3",3293,"9",98997588,99064434,"9q22"
"10955","SLC35D2",11046,"9",99075718,99145992,"9q22.32"
"10956","ZNF367",195828,"9",99148224,99180669,"9q22|9q22.32"
"10957","HABP4",22927,"9",99212436,99253618,"9q22.3-q31"
"10958","CDC14B",8555,"9",99262394,99382112,"9q22.3"
"10959","AAED1",195827,"9",99403532,99417599,"9q22.32"
"10960","LOC441455",441455,"9",99488102,99489749,"9q22.33"
"10961","ZNF510",22869,"9",99518146,99540328,"9q22.33"
"10962","ZNF782",158431,"9",99579272,99616389,"9q22.33"
"10963","LOC100132781",100132781,"9",99631181,99634510,"9q22.33"
"10964","LOC441454",441454,"9",99671356,99672737,"9q22.33"
"10965","NUTM2G",441457,"9",99691285,99704572,"9q22.33"
"10966","MFSD14C",84278,"9",99708326,99775862,"9q22.33"
"10967","CTSV",1515,"9",99791958,99801925,"9q22.2"
"10968","GAS2L1P2",340508,"9",99837952,99844227,"9q22.33"
"10969","LOC100499484",100499484,"9",100000707,100059596,"9q22.33"
"10970","LOC100499484-C9ORF174",57653,"9",100000707,100139577,"9q22.33"
"10971","CCDC180",100499483,"9",100069909,100139577,"9q22.33"
"10972","LOC286359",286359,"9",100153118,100158973,"9q22.33"
"10973","TDRD7",23424,"9",100174301,100258405,"9q22.33"
"10974","TMOD1",7111,"9",100263461,100364025,"9q22.3"
"10975","TSTD2",158427,"9",100362361,100395962,"9q22.33"
"10976","NCBP1",4686,"9",100395704,100436029,"9q34.1"
"10977","XPA",7507,"9",100437190,100459691,"9q22.3"
"10978","FOXE1",2304,"9",100615536,100618997,"9q22"
"10979","TRMO",51531,"9",100666770,100684852,"9q22.33"
"10980","HEMGN",55363,"9",100689072,100707197,"9q22.33"
"10981","ANP32B",10541,"9",100745488,100778224,"9q22.32"
"10982","NANS",54187,"9",100818958,100845365,"9p24.1-p23"
"10983","TRIM14",9830,"9",100846634,100881635,"9q22.33"
"10984","CORO2A",7464,"9",100883256,100954956,"9q22.3"
"10985","TBC1D2",55357,"9",100961279,101018003,"9q22.33"
"10986","GABBR2",9568,"9",101050363,101471479,"9q22.1-q22.3"
"10987","ANKS6",203286,"9",101494290,101558824,"9q22.33"
"10988","GALNT12",79695,"9",101569980,101612363,"9q22.33"
"10989","COL15A1",1306,"9",101705994,101833074,"9q21-q22"
"10990","TGFBR1",7046,"9",101867370,101916473,"9q22"
"10991","ALG2",85365,"9",101978706,101984246,"9q22.33"
"10992","SEC61B",10952,"9",101984569,101992901,"9q22.32-q31.3"
"10993","NAMA",100996569,"9",102117621,102137539,"9q22.33"
"10994","LOC101928438",101928438,"9",102348067,102582171,"-"
"10995","NR4A3",8013,"9",102584136,102629173,"9q22"
"10996","STX17-AS1",441461,"9",102648599,102668883,"9q31.1"
"10997","STX17",55014,"9",102668914,102736818,"9q31.1"
"10998","ERP44",23071,"9",102741462,102861334,"9q31.1"
"10999","INVS",27130,"9",102861501,103063426,"9q31"
"11000","TEX10",54881,"9",103064356,103115259,"9q31.1"
"11001","MSANTD3",91283,"9",103189494,103214016,"9q31.1"
"11002","MSANTD3-TMEFF1",100526694,"9",103204187,103339918,"9q"
"11003","TMEFF1",8577,"9",103235519,103339918,"9q31"
"11004","MURC",347273,"9",103340360,103350669,"9q31.1"
"11005","PLPPR1",54886,"9",103791030,104087417,"9q31.1"
"11006","BAAT",570,"9",104122698,104147287,"9q22.3"
"11007","MRPL50",54534,"9",104152248,104160919,"9q31.1"
"11008","ZNF189",7743,"9",104161135,104172942,"9q22-q31"
"11009","ALDOB",229,"9",104182841,104198062,"9q21.3-q22.2"
"11010","TMEM246-AS1",101928470,"9",104230720,104243788,"9q31.1"
"11011","TMEM246",84302,"9",104235439,104249503,"9q31.1"
"11012","RNF20",56254,"9",104296130,104325626,"9q22"
"11013","GRIN3A",116443,"9",104331633,104500862,"9q31.1"
"11014","PPP3R2",5535,"9",104353896,104357283,"9q31.1"
"11015","LINC00587",414319,"9",105281918,105419791,"9q31.1"
"11016","CYLC2",1539,"9",105757592,105780770,"9q31.1"
"11017","LINC01492",101928496,"9",105902809,106087315,"9q31.1"
"11018","LOC101928523",101928523,"9",106761989,106762763,"-"
"11019","SMC2-AS1",101928550,"9",106842304,106854755,"9q31.1"
"11020","SMC2",10592,"9",106856540,106903700,"9q31.1"
"11021","OR13F1",138805,"9",107266543,107267503,"9q31.1"
"11022","OR13C4",138804,"9",107288533,107289490,"9q31.1"
"11023","OR13C3",138803,"9",107298050,107299094,"9q31.1"
"11024","OR13C8",138802,"9",107331448,107332411,"9q31.1"
"11025","OR13C5",138799,"9",107360737,107361694,"9q31.1"
"11026","OR13C2",392376,"9",107366951,107367908,"9q31.1"
"11027","OR13D1",286365,"9",107456702,107457743,"9q31.1"
"11028","NIPSNAP3A",25934,"9",107509968,107522403,"9q31.1"
"11029","NIPSNAP3B",55335,"9",107526021,107540045,"9q31.1"
"11030","ABCA1",19,"9",107543283,107690527,"9q31.1"
"11031","SLC44A1",23446,"9",108006893,108159628,"9q31.2"
"11032","FSD1L",83856,"9",108210314,108314714,"9q31"
"11033","FKTN",2218,"9",108320410,108403399,"9q31-q33"
"11034","TAL2",6887,"9",108424737,108425385,"9q32"
"11035","TMEM38B",55151,"9",108456805,108538892,"9q31.2"
"11036","LOC100996590",100996590,"9",109378338,109442081,"-"
"11037","ZNF462",58499,"9",109625377,109773796,"9q31.2"
"11038","LOC340512",340512,"9",109737113,109865269,"9q31.3"
"11039","RAD23B",5887,"9",110045516,110094475,"9q31.2"
"11040","LINC01509",101928720,"9",110182564,110228866,"9q31.2"
"11041","KLF4",9314,"9",110247132,110252047,"9q31"
"11042","ACTL7B",10880,"9",111616868,111618275,"9q31"
"11043","ACTL7A",10881,"9",111624507,111626035,"9q31"
"11044","IKBKAP",8518,"9",111629799,111696608,"9q31"
"11045","FAM206A",54942,"9",111696672,111703237,"9q31.3"
"11046","CTNNAL1",8727,"9",111704848,111775874,"9q31.2"
"11047","TMEM245",23731,"9",111777414,111882225,"9q31"
"11048","FRRS1L",23732,"9",111899580,111929571,"9q31"
"11049","EPB41L4B",54566,"9",111934253,112083244,"9q31-q32"
"11050","PTPN3",5774,"9",112137973,112260593,"9q31"
"11051","PALM2",114299,"9",112403067,112713756,"9q31.3"
"11052","PALM2-AKAP2",445815,"9",112542576,112934791,"9q31.3"
"11053","AKAP2",11217,"9",112810877,112934791,"9q31.3"
"11054","C9orf152",401546,"9",112961845,112970413,"9q31.3"
"11055","TXN",7295,"9",113006091,113018920,"9q31"
"11056","TXNDC8",255220,"9",113065866,113100164,"9q31.3"
"11057","SVEP1",79987,"9",113127528,113342160,"9q32"
"11058","MUSK",4593,"9",113431050,113563278,"9q31.3-q32"
"11059","LPAR1",1902,"9",113636053,113800365,"9q31.3"
"11060","OR2K2",26248,"9",114089762,114090713,"9q31.3"
"11061","KIAA0368",23392,"9",114122972,114247025,"9q31.3"
"11062","ZNF483",158399,"9",114287438,114340124,"9q31.3"
"11063","PTGR1",22949,"9",114312001,114362135,"9q31.3"
"11064","LRRC37A5P",652972,"9",114365110,114375833,"9q31.3"
"11065","DNAJC25",548645,"9",114393631,114416631,"9q31.3"
"11066","DNAJC25-GNG10",552891,"9",114393631,114432526,"9q31.3"
"11067","GNG10",2790,"9",114423850,114432526,"9q31.3"
"11068","C9orf84",158401,"9",114448798,114557288,"9q31.3"
"11069","UGCG",7357,"9",114659045,114697654,"9q31"
"11070","SUSD1",64420,"9",114803060,114937577,"9q31.3-q33.1"
"11071","PTBP3",9991,"9",114979994,115095944,"9q32"
"11072","HSDL2",84263,"9",115142188,115234685,"9q32"
"11073","KIAA1958",158405,"9",115249247,115427591,"9q32"
"11074","INIP",58493,"9",115448790,115480387,"9q32"
"11075","SNX30",401548,"9",115513133,115637267,"9q32"
"11076","SLC46A2",57864,"9",115641199,115653193,"9q32"
"11077","ZNF883",169834,"9",115759399,115774472,"9q32"
"11078","ZFP37",7539,"9",115804094,115819071,"9q32"
"11079","FAM225B",100128385,"9",115867002,115873957,"9q32"
"11080","FAM225A",286333,"9",115875175,115882126,"9q32"
"11081","SLC31A2",1318,"9",115913237,115926422,"9q32"
"11082","FKBP15",23307,"9",115927799,115983641,"9q32"
"11083","SLC31A1",1317,"9",115983807,116026772,"9q32"
"11084","CDC26",246184,"9",116029289,116037869,"9q32"
"11085","PRPF4",9128,"9",116037913,116055185,"9q31-q33"
"11086","RNF183",138065,"9",116059372,116061320,"9q32"
"11087","WDR31",114987,"9",116077930,116102620,"9q32"
"11088","BSPRY",54836,"9",116111811,116133513,"9q32"
"11089","HDHD3",81932,"9",116135695,116139289,"9q32"
"11090","ALAD",210,"9",116148591,116163618,"9q33.1"
"11091","POLE3",54107,"9",116169517,116173029,"9q33"
"11092","C9orf43",257169,"9",116172923,116191964,"9q32"
"11093","RGS3",5998,"9",116207008,116360023,"9q32"
"11094","ZNF618",114991,"9",116638561,116818875,"9q32"
"11095","AMBP",259,"9",116822407,116840752,"9q32-q33"
"11096","KIF12",113220,"9",116853917,116861337,"9q32"
"11097","COL27A1",85301,"9",116917824,117074796,"9q32"
"11098","MIR455",619556,"9",116971713,116971809,"9q32"
"11099","ORM1",5004,"9",117085302,117088759,"9q31-q32"
"11100","ORM2",5005,"9",117092068,117095536,"9q32"
"11101","AKNA",80709,"9",117096432,117156685,"9q32"
"11102","DFNB31",25861,"9",117164359,117267736,"9q32"
"11103","ATP6V1G1",9550,"9",117349993,117361152,"9q32"
